,qiita_sample_name,box_id,cage_id,collection_timepoint,collection_timestamp,date_colonized,diet,elevation,elevation_units,empo_1,empo_2,empo_3,env_biome,env_feature,env_material,env_package,geo_loc_name,host_age,host_age_units,host_body_habitat,host_body_product,host_body_site,host_common_name,host_scientific_name,host_subject_id,host_taxid,host_weight,host_weight_units,iacuc_institute,iacuc_protocol_id,isolate_number,latitude,latitude_units,life_stage,longitude,longitude_units,mouse_dob,mouse_id,mouse_strain,qiita_study_id,sample_type,scientific_name,sex,taxon_id,tube_id,mouse,dam,sire,date_collected,bacteria_strain,extraction_method,extraction_kit,run,plate,observed_features
41L_Month6_10,12986.41L.Month6.10,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,10,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_10,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41L_Month6_11,12986.41L.Month6.11,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,11,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_11,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41L_Month6_12,12986.41L.Month6.12,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,12,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_12,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4645
41L_Month6_13,12986.41L.Month6.13,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,13,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_13,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4678
41L_Month6_14,12986.41L.Month6.14,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,14,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_14,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41L_Month6_15,12986.41L.Month6.15,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,15,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_15,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4647
41L_Month6_16,12986.41L.Month6.16,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,16,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_16,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4645
41L_Month6_17,12986.41L.Month6.17,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,17,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_17,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4645
41L_Month6_18,12986.41L.Month6.18,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,18,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_18,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41L_Month6_19,12986.41L.Month6.19,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,19,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_19,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4643
41L_Month6_2,12986.41L.Month6.2,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,2,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_2,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4645
41L_Month6_20,12986.41L.Month6.20,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,20,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_20,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41L_Month6_21,12986.41L.Month6.21,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,21,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_21,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41L_Month6_22,12986.41L.Month6.22,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,22,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_22,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4645
41L_Month6_23,12986.41L.Month6.23,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,23,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_23,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41L_Month6_24,12986.41L.Month6.24,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,24,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_24,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4639
41L_Month6_3,12986.41L.Month6.3,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,3,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_3,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4647
41L_Month6_4,12986.41L.Month6.4,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,4,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_4,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4647
41L_Month6_5,12986.41L.Month6.5,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,5,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_5,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4645
41L_Month6_6,12986.41L.Month6.6,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,6,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_6,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4645
41L_Month6_7,12986.41L.Month6.7,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,7,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_7,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41L_Month6_8,12986.41L.Month6.8,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,8,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_8,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4645
41L_Month6_9,12986.41L.Month6.9,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,9,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Month6_9,41L,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4647
41N_Month6_1,12986.41N.Month6.1,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,1,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_1,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4788
41N_Month6_10,12986.41N.Month6.10,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,10,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_10,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4645
41N_Month6_11,12986.41N.Month6.11,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,11,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_11,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4735
41N_Month6_12,12986.41N.Month6.12,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,12,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_12,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4645
41N_Month6_13,12986.41N.Month6.13,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,13,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_13,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4657
41N_Month6_14,12986.41N.Month6.14,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,14,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_14,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4640
41N_Month6_15,12986.41N.Month6.15,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,15,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_15,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41N_Month6_16,12986.41N.Month6.16,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,16,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_16,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41N_Month6_17,12986.41N.Month6.17,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,17,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_17,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41N_Month6_18,12986.41N.Month6.18,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,18,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_18,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41N_Month6_19,12986.41N.Month6.19,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,19,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_19,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41N_Month6_2,12986.41N.Month6.2,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,2,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_2,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4669
41N_Month6_20,12986.41N.Month6.20,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,20,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_20,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4645
41N_Month6_21,12986.41N.Month6.21,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,21,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_21,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41N_Month6_22,12986.41N.Month6.22,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,22,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_22,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4674
41N_Month6_23,12986.41N.Month6.23,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,23,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_23,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41N_Month6_24,12986.41N.Month6.24,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,24,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_24,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4646
41N_Month6_3,12986.41N.Month6.3,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,3,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_3,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4667
41N_Month6_4,12986.41N.Month6.4,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,4,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_4,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4801
41N_Month6_5,12986.41N.Month6.5,,41.0,Month6,3/13/18 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,36.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41N,10090.0,not provided,g,UCSD,S16285,5,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41N_Month6_5,41N,A1,A,3/13/18,AZ51,magnetic bead,Thermo CORE,2.0,16.0,4648
